epoch,loss,lr,val_loss
0,1.8302527000187476,0.0010000000475,1.5896217974175955
1,1.5185755303090822,0.0010000000475,1.4927832597934425
2,1.4252138073029725,0.0010000000475,1.4419523004397274
3,1.3614110400185468,0.0010000000475,1.4112700804854439
4,1.3137323857480501,0.0010000000475,1.3905179702985904
5,1.2764293013989136,0.0010000000475,1.378698957268695
6,1.2470157430956179,0.0010000000475,1.3705971589293475
7,1.2228211459117486,0.0010000000475,1.365962361421974
8,1.2030943151007076,0.0010000000475,1.3622857110108666
9,1.1868749395548057,0.0010000000475,1.3608752431259661
10,1.1731326420613633,0.0010000000475,1.361148334259235
11,1.1614186893338743,0.0010000000475,1.3610129709937737
12,1.1521830402159736,0.0010000000475,1.3589967102830964
13,1.1438136035981386,0.0010000000475,1.3599092491143594
14,1.1361972974130923,0.0010000000475,1.3602213628236881
15,1.1301502051898797,0.0010000000475,1.3624555283896584
16,1.1243617225346809,0.0010000000475,1.3630380748782427
17,1.1197583188632034,0.0010000000475,1.3648154516072888
